caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,LIMAS,P3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P6_1,P6_2,P6_3,P6_4,P6_5,P7_1_1,P7_1_2,P7_1_3,P7_2_1,P7_2_2,P7_2_3,P7_2_4,P7_3_1,P7_3_2,P7_3_3,P7_3_4,P7_4_1,P7_4_2,P7_4_3,P7_5_1,P7_5_2,P7_5_3,P7_5_4,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P9,P10,P11,P12_1_1,P12_1_2,P12_2_1,P12_2_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P15_1,P15_2,P15_3,P15_4,P15_5,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_10,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22_1,P23_1,P23_2,P23_3,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P28_1,P28_2,P28_3,P28_4,P28_5,P28_6,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P29_7,P29_8,P30_1,P30_2,P30_3,P30_4,P30_5,P30_6,P30_7,P30_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2
219,2,1,40,4,3,B1,1,36,1,2,1,2,3,5, , ,2, , , , , , , ,1,14, , ,5,6,8,9, , , , , , , ,1,5,6, ,2,5, , , , ,5,5,5, , , , ,20, , , , ,10,3,2,12,6,7,1,4,1,51, , , ,1,2,3,51, , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,2,1,3,3, , ,1,2, , ,1, , , ,1,2, , ,1,2, , ,1, , , , ,7, , , ,9, , , , , ,1, , , ,1, , , ,1, , , ,1,2, , , , ,1,2, , ,1,1, , , , ,1,3,5,7, , , , ,1,3,5,7, , ,4, ,5, ,1, ,3, ,2, ,2, ,2, ,2, ,1,3,5,7, , ,86, ,16, , ,2, , ,73, , , , ,50, ,120, ,1000, ,380, , ,1, ,1, ,1, ,1, , ,238,1,.84784707,1.05555556
220,2,1,49,5,4,B2,1,32,2,2,1,1,2,3,5, ,2, , , , ,1, , ,1,2, , ,1, , , , , , ,1, , , , , , , ,2, , , , , ,2,2,4, , , , ,5,18, , , ,7,10,11,12,6,4,8,1,1,4,12, , ,1,4,12, , , , , , , ,1,4, , , , ,1,11, , ,11, , , , , , , , , , ,4,1,16, , , ,1, , , ,1, , , ,9, , , ,1, , , ,9, , , , ,1, , , ,9, , , , , ,9, , , ,1, , , ,1, , , ,1, , , , , ,9, , , ,1,1, , , , ,1,3,4,5,7,8, , ,4,5,7, , , ,3, ,5,5,5, ,6,5,3, ,6,4,4, ,4,5,1,4,7, , , ,80, , , ,2, , , ,113,114, , , ,100, , ,1000, , ,0, , ,1, , ,2, , ,2, , ,239,1,.81815058,.71428571
221,2,1,50,5,3,B1,1,5,1,1,1,2,3, , , ,2, , , , , , , ,1,2, , ,1,2,3, , , , , , , , , , , , ,1,2,8, , , ,2,2,4, , , , ,2, , , , ,11,10,5,12,1,4,6,13,16, , , , ,4, , , , , , , , , ,16, , , , , ,16, , , , , , , , , , , , , , , ,16,16, , , ,9, , , ,9, , , ,9, , , ,9, , , ,9, , , , ,10, , , ,10, , , , , ,9, , , ,8, , , ,7,8, , ,7, , , , , ,8, , , ,2, , , , , ,2,4,5, , , , , ,5, , , , , , ,8, ,8,8, , , , ,8, ,5,5, , , ,5, , , , , , , , , , ,98, , , , , , , , , , , ,0, , , , , , , , ,1, , , , ,240,1,.84784707,1.05555556
222,2,1,37,4,7,D,2,17,3,3,1,2,3,4, , ,2, , , , , , , ,1,2,3, ,1,2,3, ,1,2,3, , , , , , , , ,1,3, , , , ,1,1,5, , , , ,15, , , , ,9,7,5,1,13,8,2,3,16, , , , ,2,12, , , , , , , , ,16, , , , , ,14, , , , , , , , , , , , , , ,16,2,16, , , ,2, , , ,2, , , ,2, , , ,2, , , ,2, , , , ,2, , , ,2, , , , , ,2, , , ,2, , , ,2, , , ,2, , , , , ,2, , , ,2, , , , , ,1,5,7, , , , , ,5,7, , , , ,6, , , ,6, ,6, ,6, , , ,4, ,4, ,1,5,7, , , ,16, , , , ,45, , ,119, , , , ,100, , , ,0, ,0, , ,1, , , ,1, ,1, , ,241,1,.84059992,.86363636
223,2,1,50,5,4,B2,1,32,2,1,1,1,2,3, , ,2, , , , ,1, , ,1,2, , ,1,2, , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,6,8,24, , ,12,11,5,9,1,4,8,3,1,17,31, , ,1,3,12,31,17, , , , , ,1,17,31, , , ,1,7, , , , , , , , , , , , ,7,17,16,16, , , ,1,7, , ,1,7, , ,1,6, , ,1,7, , ,9, , , , ,1,7, , ,6, , , , , ,1, , , ,1,3,4,6,1,3,6, ,1,3,6,7, , ,1,3,6, ,1,1, , , , ,1,3,4,7, , , , ,4,7, , , , ,6, ,6,8, , ,10, ,6, ,6,5, , ,5, ,1,4,7, , , ,2, , , ,2, , , ,130, , , , ,100, , ,120, , ,400, , ,1, , ,1, , ,1, , ,242,1,.81815058,.71428571
224,2,1,33,3,3,B1,1,3,2,2,1,1,2,3,4,5,2, , , , ,1, , ,1,2, , ,2, , , ,1, , ,2, , , , , , , ,2, , , , , ,2,2,4, , , , ,3,6, , , ,3,7,5,9,13,8,1,6,4, , , , ,1,4,12, , , , , , , ,1,4, , , , ,4,9, , ,10, , , , , , , , , , ,1,4,16, , , ,1, , , ,1,5, , ,1, , , ,1, , , ,1, , , , ,1,7, , ,5, , , , , ,1,7, , ,1,7, , ,1,7, , ,1, , , , , ,1,7, , ,1,1, , , , ,4,5, , , , , , ,4,5, , , , , , , ,8,10, , , , , , ,5,4, , , ,5, , , , , , , , , , ,2, , , , , , , , , , , ,1000, , , , , , , , ,2, , , , ,244,1,.81815058,.71428571
225,2,1,43,4,3,B1,1,30,1,1,1,1,2,3,5, ,2,3,5, , ,1, , ,1,2,3, ,3, , , , , , ,1,2,5, , , , , ,1,2,3, , , ,2,2,4, , , , ,2,7, , , ,3,7,9,10,1,6,4,13,6, , , , ,6,7,10,12, , , , , , ,6,10, , , , ,6, , , , , ,11, , , ,11, , , , ,10,6,16, , , ,4, , , ,4, , , ,4, , , ,4, , , ,4, , , , ,4, , , ,4, , , , , ,4, , , ,4, , , ,4, , , ,4,5, , , , ,4,5, , ,2, , , , , ,1,2,5,7, , , , ,5, , , , , ,9,6, , ,6, ,8, ,5,5, , ,4, ,5, ,1,2,5,7, , ,13,22, , , ,98, , ,107, , , , ,50,120, , ,0, ,500, , ,1,1, , ,1, ,2, , ,245,1,.84784707,1.05555556
226,2,1,38,4,7,D,2,35,3,3,1,3,5, , , ,2, , , , , , , ,1, , , ,2, , , , , , ,1, , , , , , , ,2,6, , , , ,2,2,4, , , , ,14, , , , ,7,5,9,3,13,8,1,12,1, , , , ,1,4,7,12, , , , , , ,1, , , , , ,1,8, , , , , , , , , , , , ,8,4,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,1,4,5,7,8, , , ,4,5,7, , , ,5, , ,5,6, ,6,7,5, , ,4,4, ,5,6,1,4,5,7,8, ,8, , , ,2,93, , ,127, , ,18, ,100, , ,1000,1000, ,380,120, ,1, , ,1,1, ,1,1, ,246,1,.84059992,.86363636
227,2,1,26,3,5,C1,1,21,1,1,1,1,2,3,5, ,2, , , , ,1,5, ,1,5, , ,1,2, , , , , ,1,5, , , , , , ,1,2,5, , , ,2,2,5, , , , ,10,20, , , ,7,11,2,3,4,1,6,5,1,54, , , ,1,3,7,8,10,54, , , , ,1,3,10, , , ,1,11, ,7, , , , , , ,6, , , , ,3,1,8,9, , ,1,3, , ,1,2,3, ,1,2, , ,1,2,3, ,7, , , , ,1,2, , ,2, , , , , ,1,2,3, ,1, , , ,1,2, , ,1,2,3, , , ,1,2,3, ,1,1, , , , ,2,5,7, , , , , ,5,7, , , , , ,5, , ,5, ,6, , ,4, , ,3, ,3, ,5, , , , , , , , , , ,2, , , , , , , , , , , ,0, , , , , , , , ,2, , , , ,247,1,1.18347052,1.23076923
228,2,1,25,3,4,B2,2,5,1,2,1,1,2, , , ,2, , , , ,1,2, ,1, , , , , , , , , , , , , , , , , , ,2,5, , , , ,6,2,4, , , , ,2, , , , ,9,10,11,3,13,6,5,8,1,4,19, , ,1,4,8,9,19, , , , , ,1,4,19, , , ,19,7, , ,8, , , , , , , , , ,10,1,19,16, , , ,1,5,6, ,1,7, , ,1,7, , ,7, , , ,1, , , , ,1,7, , ,1,7, , , , ,7, , , ,1,5,7, ,1,7, , ,1,7, , , , ,7, , , ,1,16,1,3, , ,7, , , , , , , ,7, , , , , , , , , , , ,7, , , , , , , ,5, ,7, , , , , , , , , , , , , ,54, , , , , , , , , , ,1000, , , , , , , , ,2, , ,248,1,.84784707,1.05555556
229,2,1,50,5,6,C2,2,8,4,2,1,1,2,3,5, ,1,2,3,5, ,1,2,3,1,2,3, ,1,2,3, , , , ,1,2,3, , , , , ,2,5, , , , ,2,2,4, , , , ,2,6,10, , ,5,10,9,12,2,8,6,1,16, , , , ,1,2,7,9,10,12,62, , , ,1,7,9,12,62, ,1,10, , , , , ,9, ,10, , ,9, ,8,4,1,16, , , ,1,5, , ,1, , , ,1, , , ,1, , , ,1,5, , , ,1,5,7, ,1, , , , , ,1, , , ,1, , , ,1, , , ,1,5, , , , ,1, , , ,1,1,3, , , ,3,4,5,7, , , , ,4,5,7, , , , , ,4,6,6, ,10, , , ,5,3,3, ,3, ,5,7, , , , , , , , , ,83, , ,73, , , , , , , , ,1000, ,380, , , , , , ,2, ,1, , ,249,1,1.28649606,1.12
230,2,1,53,5,4,B2,2,45,5,2,1,1,2,3, , ,2, , , , ,1,2, ,1,2, , ,7, , , , , , , , , , , , , , ,2,8, , , , ,2,2,4, , , , ,2,9, , , ,2,9,10,11,3,4,6,13,4, , , , ,4,8,10, , , , , , , ,4,8, , , , ,4, , , ,9, , , ,8, , , , , , ,8,4,10,8, , ,6,7, , ,6, , , ,1,6, , ,6, , , ,1,6, , , ,5,6, , ,1,6, , , , ,1,6, , ,5,6, , ,5,6, , ,5,6, , , , ,5,6, , ,2, , , , , ,5,7, , , , , , ,5, , , , , , , , , ,9, ,6, , , , , ,5, ,6, ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,250,1,1.10975483,1
231,2,1,38,4,3,B1,2,41,1,2,1,3,5, , , ,2, , , , , , , ,1,2, , ,2, , , , , , ,2, , , , , , , ,2, , , , , ,2,2,5, , , , ,5,6,12,22, ,3,5,2,9,4,1,8,13,1, , , , ,1,7, , , , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,7,1,16, , , ,1, , , ,1, , , ,1,5, , ,1, , , ,1, , , , ,1, , , ,10, , , , , ,8, , , ,1, , , ,10, , , ,1,5, , , , ,1, , , ,1,6,10,1, , ,1,2,4, , , , , ,4, , , , , ,5,5, ,5, , , , ,5,5, ,3, , , , ,1,2,4, , , ,2,2, , ,2, , , , , , , , ,100,120, ,1000, , , , , ,2,1, ,2, , , , , ,251,1,.84784707,1.05555556
232,2,1,46,5,7,D,1,32,2,2,1,1,2,3, , ,2, , , , ,1, , ,1,2, , ,7, , , , , , , , , , , , , , ,1, , , , , ,7,1,4, , , , ,8, , , , ,12,5,1,3,2,10,6,8,50, , , , ,7,12,50,69, , , , , , ,50,69, , , , ,69, , , , , , , , , , , , , ,11,3,50,16, , , ,7, , , ,5,7, , ,5,6, , ,7, , , ,9, , , , ,5, , , ,9, , , , , ,7, , , ,7, , , ,5,7, , ,5,6,7, , , ,9, , , ,2, , , , , ,4,5, , , , , , ,4, , , , , , , , ,6,7, , , , , , ,4,4, , , ,5, , , , , , , , , , ,20, , , , , , , , , , , ,0, , , , , , , , ,2, , , , ,252,1,.94332407,.95454545
233,2,1,44,4,5,C1,1,8,4,2,1,1,3,5, , ,1,3, , , ,1, , , , , , ,1,2, , , , , ,2, , , , , , , ,2, , , , , ,2,2,4, , , , ,1,2,11, , ,7,11,9,5,8,13,12,10,16, , , , ,1,17, , , , , , , , ,1,17, , , , ,1,9, , , , , , , , , , , , ,9,17,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1,11, , , ,2,3,5,6,7,8, , ,5,7, , , , , ,6,5, ,4,7,4,7, ,5,5, ,3,7,4,6,3,5,7,8, , , , ,2, , ,83, , ,52, , ,8, , , ,120, ,1000, ,380,250, , , ,2, ,6, ,6,2, ,253,1,1.28649606,1.12
234,2,1,26,3,5,C1,1,5,1,2,1,1,3, , , ,1,3, , , ,1,2, , , , , ,1,14, , , , , , , , , , , , , ,1,2, , , , ,1,2,4, , , , ,2,18, , , ,2,7,10,11,6,5,1,3,1, , , , ,1,7,8,10,12, , , , , ,1,7,8,12, , ,1,11, , , , , ,4,6, , , ,6, , ,8,1,7,4,8, ,1,6, , ,1, , , ,1,6, , ,1,6, , ,9, , , , ,1,6, , ,6, , , , , ,1,6, , ,1,6, , ,1,6, , ,1,6, , , , ,6, , , ,1,2,3, , , ,5,7, , , , , , ,7, , , , , , , , , ,5, ,6, , , , , ,3, ,3, ,5,7, , , , , , , , , ,73, , ,2, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,254,1,1.18347052,1.23076923
235,2,1,27,3,7,D,1,1,1,1,1,2,5, , , ,2, , , , , , , ,1,2, , , , , , , , , ,2,6, , , , , , ,1, , , , , ,1,1,4, , , , ,3,9,13, , ,7,9,8,10,1,12,4,5,1, , , , ,1,4,10, , , , , , , ,1,4,10, , , ,1,11, , ,9, , , , , ,2, , , , ,4,1,10,3,4,6,1, , , ,1, , , ,1,5, , ,1, , , ,5, , , , ,1, , , ,6, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,5,6,7, ,2, , , , , ,5,7, , , , , , ,5, , , , , , , , , ,6, ,10, , , , , ,5, ,6, ,5,7, , , , , , , , , ,2, , ,58, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,255,1,.77289029,.93333333
236,2,1,49,5,3,B1,2,34,2,2,1,3, , , , ,2, , , , , , , ,1,2, , ,7, , , , , , , , , , , , , , ,6, , , , , ,6,6,5, , , , ,5,11,12, , ,5,7,9,11,6,12,13,1,4, , , , ,1,2,4,10,12, , , , , ,1,2,4,10, , ,4,4,10, ,11, , , , , ,11, , , , ,10,4,16, , , ,1, , , ,6, , , ,9, , , ,10, , , ,9, , , , ,7, , , ,10, , , , , ,9, , , ,6, , , ,6, , , ,8, , , , , ,7, , , ,1,1, , , , ,1,3,4,7, , , , ,4,7, , , , ,6, ,6,8, , ,7, ,6, ,6,3, , ,5, ,3,7, , , , , , ,2, , , , , ,103, , , , , , ,120, , , ,354, , , , ,1, , , ,1, , ,256,1,.84784707,.71428571
237,2,1,39,4,5,C1,2,33,4,3,1,2,3,5, , ,2, , , , , , , ,1, , , ,2,7, , , , , ,2,5, , , , , , ,1,3,8, , , ,7,7,4, , , , ,9, , , , ,9,11,10,3,13,6,4,2,4,48, , , ,3,4,7,8,22,48, , , , ,4,8,48, , , ,4, , , ,11, , , ,8, , , , , ,9,48,4,7,3,4,7,7, , , ,6, , , ,7, , , ,7, , , ,6, , , , ,7, , , ,10, , , , , ,7, , , ,7, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,1,5, , , , , , ,5, , , , , ,8, , , ,7, , , ,5, , , ,4, , , ,1,5, , , , ,2, , , , ,25, , , , , , , ,100, , , ,900, , , , ,1, , , ,1, , , , ,257,1,1.28649606,1.12
238,2,1,48,5,5,C1,1,6,3,2,1,1,3, , , ,2,4, , , ,1,2, ,1,2, , ,2,7, , ,1,2, , , , , , , , , ,2,5, , , , ,2,2,4, , , , ,3,10, , , ,7,5,9,12,2,1,6,3,31,1,8,17, ,1,4,8,31,17, , , , , ,4,8,31, , , ,31, , , ,8, , , ,7, , , , , ,11,16,31,16, , , ,8, , , ,10, , , ,6,7, , ,8, , , ,6, , , , ,6,7, , ,6, , , , , ,7, , , ,6, , , ,6, , , ,6, , , , , ,7, , , ,2, , , , , ,5,7, , , , , , ,5, , , , , , , , , ,5, ,5, , , , , ,4, ,4, ,3,5,7,8, , , , ,2, , ,82, , ,52, , ,82, , , ,0, ,0, ,0,0, , , ,2, ,3, ,2,2, ,258,1,1.09246215,1.03703704
239,2,1,32,3,5,C1,1,5,1,2,1,1,3, , , ,1,3, , , ,1,2, , , , , ,1,5, , , , , , , , , , , , , ,2,5, , , , ,2,2,5, , , , ,20, , , , ,3,7,9,13,4,6,1,8,1,7,10, , ,1,7,10, , , , , , , ,1,10, , , , ,1,11, , , , , , , , ,10, , , , ,10,1,7,4, , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,2, , , , ,4,7, , , , , , ,4, , , , , , , , ,5, , ,5, , , , ,3, , ,3, ,4,7, , , , , , , , ,2, , , ,126, , , , , , , ,0, , ,0, , , , , ,1, , ,1, , ,259,1,1.18347052,1.23076923
240,2,1,52,5,4,B2,2,35,3,1,1,1,2,3,4,5,2, , , , ,1, , ,1, , , ,1,3, , ,3, , ,6, , , , , , , ,1,2, , , , ,2,2,5, , , , ,5,10, , , ,11,10,7,5,1,2,4,3,1, , , , ,1,3,7,8,12, , , , , ,1,3,7,8,12, ,1,9, ,6, , , ,6,9, , , ,7, , ,12,16,16, , , ,1,3,6, ,9, , , ,1,3,6, ,1,6, , ,1,5,6, , ,1,3,5,6,3,6, , , , ,1,5,6, ,1,6, , ,1,3,6, ,1,3,5,6, , ,1,6, , ,1,2, , , , ,1,3,4,6,7, , , ,4,7, , , , ,5, ,6,5, ,7,9, ,5, ,9,4, ,9,5, ,1,3,4,6,7, ,2, ,2, ,2, ,2, ,24, , , , ,100, ,100,1000, ,100,1000, , ,2, ,1,1, ,1,1, , ,260,1,.89314552,.93333333
241,2,1,40,4,7,D,1,32,2,2,1,2,3, , , ,2, , , , , , , ,1,2, , ,7,13, , , , , , , , , , , , , ,1,3, , , , ,3,3,4, , , , ,10,15, , , ,9,10,12,5,1,7,8,4,1,50, , , ,1,7,50, , , , , , , ,1,50, , , , ,1,11, , , , , , , , , , , , ,8,72,1,3,7, , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,9, , , ,1,1,11, , , ,3,4, , , , , , ,4, , , , , , , ,7,7, , , , , , ,6,3, , , , ,3,4, , , , , , ,2, ,2, , , , , , , , , , ,0,0, , , , , , , ,1,1, , , , , ,261,1,.94332407,.95454545
242,2,1,33,3,7,D,1,46,5,2,1,2,3, , , ,2, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,2,3,5, , ,2,5,6,10,12,1,3,9,1, , , , ,1,7,8, , , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,7,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,4, , , , , , , ,4, , , , , , , , ,9, , , , , , , ,4, , , , ,4, , , , , , , , , ,2, , , , , , , , , , , ,1000, , , , , , , , ,1, , , , , ,262,1,.81029881,.8
243,2,1,39,4,7,D,2,45,5,3,1,3, , , , ,2, , , , , , , ,1, , , ,2,6, , , , , , , , , , , , , ,1,2, , , , ,2,2,4, , , , ,15,16, , , ,5,9,10,7,1,6,4,2,7,4, , , ,4,7,58, , , , , , , ,7,58, , , , ,58, , , , , , ,10, , , , , , ,11,7,58,16, , , ,4,5, , ,5, , , ,5, , , ,7, , , ,7, , , , ,5, , , ,7, , , , , ,7, , , ,5,7, , ,7,8, , ,5,7, , , , ,5, , , ,2, , , , , ,4,7, , , , , , ,4, , , , , , ,8, ,5, , ,5, , , , ,3, , ,3, ,4,7, , , , , , , , ,98, , , ,24, , , , , , , ,1000, , ,0, , , , , ,1, , ,1, , ,263,1,.81029881,.8
244,2,1,51,5,5,C1,2,17,3,3,1,2,3, , , ,2, , , , , , , ,1, , , ,7, , , , , , , , , , , , , , ,1,2, , , , ,1,2,4, , , , ,9,12, , , ,1,10,9,7,4,13,5,11,4,1, , , ,7,4,1, , , , , , , ,1,4, , , , ,1,11, , ,9, , , , , , , , , , ,4,1,16, , , ,7, , , ,1,7, , ,7, , , ,1,7, , ,10, , , , ,1,7, , ,9, , , , , ,1,7, , ,1,7, , ,1,7, , ,1,7, , , , ,1,7, , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,3, , , ,5, , , , , , , , , , ,2, , , , , , , , , , , ,250900, , , , , , , , ,22, , , , ,266,1,1.09246215,1.03703704
245,2,1,26,3,7,D,2,42,4,2,1,2,3,5, , ,2, , , , , , , ,1, , , ,1,2, , , , , ,1,2,8, , , , , ,1,2,6, , , ,2,2,4, , , , ,6,9,20, , ,5,10,12,3,1,8,4,13,1,4, , , ,1,4,7,10, , , , , , ,1,4, , , , ,1,10, , ,8, , , , , , , , , , ,7,1,16, , , ,1,5, , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,5, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1,5, , ,1,1, , , , ,5,7,8, , , , , ,5,7,8, , , , , , , ,8, ,10,6, , , , ,5, ,9,5,5,8, , , , , , , , , ,2, , , , , ,8, , , , , ,0, , ,0, , , , , ,1, , ,1, ,267,1,.77236257,.85
246,2,1,30,3,7,D,2,1,1,2,1,1, , , , ,1, , , , ,1,2, , , , , , , , , , , , , , , , , , , , ,1,2, , , , ,2,2,4, , , , ,13,18, , , ,1,3,9,10,13,6,11,4,16, , , , ,12, , , , , , , , , ,12, , , , , ,16, , , , , , , , , , , ,9, , , ,16,16, , , ,8, , , ,7, , , ,7, , , ,7, , , ,9, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,7, , , , , , , ,7, , , , , , , , , , , ,8, , , , , , , ,3, ,7, , , , , , , , , , , , , ,54, , , , , , , , , , ,1000, , , , , , , , ,1, , ,268,1,.77289029,.93333333
247,2,1,42,4,2,A2,2,30,1,3,1,1,2,3, , ,1,2, , , ,1,2, ,1,2, , ,2, , , , , , , , , , , , , , ,2,5, , , , ,2,2,4, , , , ,2,20,22, , ,9,11,10,12,13,5,6,1,1,4,11,12,20,1,4,7,8,11,12,20, , , ,1,4,11,20, , ,1,10, , ,9, , , , , , ,8, , ,8,11,1,16, , , ,1,5,7, ,1, , , ,1, , , ,1,5,7, ,1, , , , ,1,7, , ,1, , , , , ,1,7, , ,1,5,6,7,9, , , ,1,7, , , , ,1, , , ,1,1, , , , ,5,7, , , , , , ,5,7, , , , , , , , ,6, ,6, , , , , ,4, ,4, ,5,7, , , , , , , , , ,98, , ,52, , , , , , , , ,1000, ,380, , , , , , ,3, ,3, , ,269,1,.71410697,.86666667
248,2,1,32,3,3,B1,2,17,3,1,1,2,3,5, , ,2, , , , , , , ,1, , , ,2,3, , , , , ,2, , , , , , , ,1,2,5, , , ,2,2,5, , , , ,2,12, , , ,1,9,10,7,5,8,4,6,23, , , , ,1,4,23, , , , , , , ,1,4,23, , , ,23,9, , ,9, , , , , , , , , ,11,4,23,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,38, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,270,1,.89314552,.93333333
249,2,1,23,2,7,D,1,17,3,2,1,1,2,3, , ,2, , , , ,1,6, ,1, , , ,1,2, , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,2, , , , ,9,7,1,10,3,8,6,13,16, , , , ,16, , , , , , , , , ,16, , , , , ,16, , , , , , , , , , , , , , , ,16,16, , , ,9, , , ,9, , , ,9, , , ,10, , , ,9, , , , ,8, , , ,8, , , , , ,8, , , ,9, , , ,8, , , ,8, , , , , ,8, , , ,2, , , , , ,1,5,7, , , , , ,5,7, , , , , , , , ,7, ,5, ,4, , , ,4, ,3, ,1,5,7, , , ,16, , , , ,25, , ,124, , , , ,0, , , ,900, ,0, , ,1, , , ,1, ,1, , ,271,1,.84059992,.86363636
250,2,1,62,6,7,D,2,17,3,3,1,1,2,3, , ,2, , , , ,1,2, ,1,14, , ,3, , , , , , , , , , , , , , ,1,4,5, , , ,1,1,4, , , , ,5, , , , ,3,9,7,13,6,1,8,2,18, , , , ,7, , , , , , , , , ,7, , , , , ,16, , , , , , ,6, , , , , , , , ,16,16, , , ,9, , , ,5, , , ,5, , , ,5, , , ,10, , , , ,5, , , ,5, , , , , ,5, , , ,5, , , ,5, , , ,5, , , , , ,5, , , ,2, , , , , ,1,3,5,6,7,8, , ,5,7, , , , ,3, ,5, ,4,9,7,9,2, ,9, ,4,5,3,9,2,3,5,6,7, , ,9,9, , ,99,9, ,13, , , , , ,0,0, ,0,0,0, , , ,1,1, ,1,1,1, , ,272,1,.84059992,.86363636
